drink_alcohol,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,guardian,traveltime,studytime,famrel,freetime,goout,health,absences,Marks
0,GP,F,18,R,GT3,T,2,1,other,other,mother,2,2,4,3,5,3,12,10
1,GP,F,19,U,GT3,T,3,3,other,services,other,1,2,4,3,5,5,16,12
1,GP,F,18,U,GT3,T,2,3,other,services,father,1,4,4,5,5,2,10,16
0,GP,F,18,U,LE3,T,1,1,other,other,mother,2,2,4,4,3,3,2,13
1,GP,M,17,R,GT3,T,1,2,at_home,at_home,mother,1,2,3,5,2,1,2,18
0,GP,F,18,U,GT3,T,2,1,other,other,mother,1,2,4,2,5,1,8,15
0,GP,F,17,U,GT3,T,2,4,at_home,health,mother,2,2,4,3,3,1,6,16
1,GP,F,17,U,LE3,T,2,2,services,other,mother,2,2,4,4,4,5,6,12
0,GP,F,18,R,GT3,A,3,2,other,services,mother,2,2,4,1,1,5,15,10
1,GP,M,18,U,GT3,T,4,4,teacher,services,mother,2,1,3,2,4,3,6,12
0,GP,F,18,U,GT3,T,4,4,health,health,father,1,2,2,4,4,4,2,13
0,GP,F,17,U,GT3,T,2,2,other,services,father,3,3,4,2,3,1,8,15
1,GP,F,19,R,GT3,T,3,2,services,services,father,1,2,3,3,3,3,0,10
0,GP,M,18,U,LE3,T,4,3,teacher,services,mother,2,1,4,2,3,1,0,10
1,GP,M,18,U,GT3,T,1,2,at_home,other,other,2,1,3,4,4,4,10,11
1,GP,M,17,U,LE3,A,4,1,services,other,mother,2,1,4,5,4,5,22,10
1,GP,M,17,U,LE3,A,3,2,teacher,services,mother,1,1,4,4,4,3,18,13
0,GP,F,18,R,LE3,T,1,1,at_home,other,mother,2,4,5,2,2,3,2,18
0,GP,F,18,U,GT3,T,1,1,other,other,mother,2,2,5,4,4,4,0,13
0,GP,F,17,U,GT3,T,2,2,other,other,mother,1,2,5,4,5,5,12,14
0,GP,F,18,U,GT3,T,2,1,other,other,mother,2,2,4,3,1,5,10,14
0,GP,M,17,U,GT3,T,1,1,other,other,father,1,2,4,3,3,4,0,12
0,GP,F,18,U,GT3,T,2,2,at_home,at_home,mother,1,3,4,3,3,2,0,18
0,GP,F,17,U,GT3,T,1,1,services,teacher,mother,1,3,4,3,3,3,0,14
1,GP,M,18,U,GT3,T,2,1,services,services,mother,1,3,4,2,4,2,0,15
0,GP,M,18,U,LE3,A,4,4,teacher,teacher,mother,1,2,5,4,3,2,0,17
1,GP,M,18,U,GT3,T,4,2,teacher,other,mother,1,2,4,3,2,5,2,16
0,GP,F,17,U,GT3,T,4,3,health,services,mother,1,3,4,2,2,3,0,18
0,GP,F,17,R,LE3,T,3,1,services,other,mother,2,4,3,1,2,3,0,19
0,GP,M,18,R,LE3,T,3,2,services,other,mother,2,3,5,4,2,4,0,15
1,GP,M,17,U,GT3,T,3,3,health,other,mother,1,1,4,4,3,5,0,15
1,GP,F,19,U,GT3,T,4,4,health,other,other,2,2,2,3,4,2,2,13
0,GP,F,18,U,LE3,T,4,3,other,other,other,2,2,4,4,5,2,0,14
0,GP,F,18,U,GT3,T,4,3,other,other,father,1,4,4,3,3,3,0,17
1,GP,M,18,U,LE3,T,4,4,teacher,teacher,mother,1,1,1,4,2,1,0,17
0,GP,F,18,U,LE3,A,4,4,health,other,mother,1,2,4,2,4,4,0,15
1,GP,M,17,U,LE3,T,4,4,other,teacher,father,2,1,4,1,1,5,0,13
0,GP,F,17,R,GT3,T,4,4,services,services,mother,2,3,5,3,4,5,0,8
0,GP,F,17,U,GT3,T,4,2,other,other,mother,2,3,4,3,3,3,0,16
0,GP,F,17,U,GT3,T,3,2,health,health,father,1,4,5,2,2,5,0,18
0,GP,M,19,R,LE3,T,2,1,at_home,services,mother,2,3,4,3,1,5,0,11
0,GP,M,20,U,GT3,A,3,2,services,other,other,1,1,5,5,3,5,0,15
0,GP,M,19,R,GT3,T,3,3,other,services,father,1,2,4,5,3,5,0,11
0,GP,F,18,U,GT3,T,1,4,other,teacher,mother,1,2,3,4,4,5,2,11
0,GP,F,18,U,GT3,T,2,1,services,other,mother,2,2,5,3,3,1,2,15
0,GP,F,17,U,GT3,T,2,3,other,other,father,2,2,4,2,1,3,2,14
0,GP,F,17,R,GT3,T,4,4,teacher,teacher,mother,1,1,4,4,4,5,2,17
0,GP,F,18,U,GT3,T,4,3,other,other,mother,1,3,4,3,4,5,2,17
1,GP,F,18,U,LE3,T,4,3,health,services,mother,2,1,3,2,4,1,8,15
1,GP,F,17,R,GT3,T,3,4,at_home,services,father,1,3,4,3,4,5,2,17
0,GP,F,18,U,GT3,T,3,3,at_home,other,father,1,2,4,1,4,3,8,14
0,GP,M,19,U,GT3,T,4,2,health,other,mother,2,2,5,4,4,1,9,10
1,GP,F,18,U,GT3,T,4,4,teacher,other,mother,1,2,4,4,4,5,0,13
0,GP,F,18,U,GT3,T,3,4,other,other,mother,1,1,5,4,4,1,4,14
0,GP,F,17,U,GT3,T,4,4,health,health,mother,1,1,5,3,4,5,2,17
0,GP,F,17,U,GT3,A,4,3,services,services,mother,1,2,5,2,2,5,14,17
0,GP,F,17,U,LE3,A,3,3,services,other,mother,1,2,5,3,3,5,0,13
1,GP,F,17,U,LE3,T,2,1,other,other,father,1,2,4,2,3,2,2,14
1,GP,M,18,U,LE3,T,4,4,other,other,father,1,1,4,2,5,5,2,11
1,GP,F,19,U,GT3,T,1,1,other,other,other,3,3,1,5,5,5,12,11
0,GP,F,19,U,LE3,A,1,1,other,other,other,3,2,5,3,4,4,2,9
1,GP,F,18,U,GT3,T,2,2,other,other,mother,1,1,4,3,5,5,2,10
0,GP,F,17,U,GT3,T,2,2,other,other,mother,1,2,4,2,2,3,4,13
1,GP,F,17,R,LE3,T,2,2,services,services,mother,1,3,3,3,2,3,0,10
1,GP,F,17,U,GT3,T,3,1,services,services,father,1,3,3,4,3,5,0,17
1,GP,F,17,U,LE3,T,0,2,at_home,at_home,father,2,3,3,3,3,2,0,15
0,GP,F,18,U,GT3,T,1,1,other,other,mother,2,3,4,5,5,2,0,14
1,GP,M,18,U,GT3,T,4,4,other,other,mother,1,3,4,3,3,3,0,13
1,GP,M,17,U,GT3,T,3,3,other,services,mother,1,1,4,3,5,5,0,17
1,GP,M,17,R,GT3,T,2,2,services,other,mother,4,1,4,4,5,4,2,10
1,GP,F,17,U,GT3,T,4,4,teacher,services,mother,1,3,5,4,4,4,0,13
0,GP,F,17,U,GT3,T,4,4,teacher,teacher,mother,2,3,4,3,3,4,4,15
1,GP,F,17,U,GT3,T,3,3,at_home,other,mother,1,1,4,2,5,5,2,11
1,GP,M,18,U,LE3,T,2,2,other,other,mother,1,4,4,5,5,5,0,12
1,GP,M,19,R,GT3,T,3,2,at_home,services,other,1,1,5,3,4,5,0,10
0,GP,F,18,U,GT3,T,2,2,at_home,other,mother,4,2,4,2,5,2,2,10
0,GP,F,17,R,GT3,T,2,4,at_home,other,father,1,3,4,4,3,5,0,15
0,GP,M,18,U,GT3,T,2,2,other,other,mother,1,1,5,4,2,5,6,15
0,GP,F,18,U,GT3,T,3,3,services,services,mother,1,2,5,3,4,4,8,12
0,GP,F,18,U,LE3,T,2,2,other,other,other,1,2,4,3,3,2,0,12
0,GP,F,18,R,GT3,T,2,2,at_home,other,mother,2,4,4,4,4,4,6,14
1,GP,F,17,U,GT3,T,3,4,services,other,mother,1,3,4,4,5,5,8,14
1,GP,F,17,U,GT3,T,3,2,other,other,mother,1,2,4,3,2,2,0,15
0,GP,F,18,U,LE3,T,3,3,services,services,mother,1,4,5,3,3,1,4,15
1,GP,F,17,R,GT3,A,3,2,other,other,mother,1,2,4,3,3,2,0,16
1,GP,M,18,U,GT3,T,4,4,teacher,services,father,1,2,4,3,3,2,0,13
1,GP,M,18,U,LE3,T,3,4,services,other,mother,1,2,4,3,3,5,6,17
0,GP,F,17,U,GT3,A,2,2,at_home,at_home,father,1,2,3,3,1,4,18,14
0,GP,F,18,U,GT3,T,2,3,at_home,other,mother,1,3,4,3,3,3,0,14
1,GP,F,18,U,GT3,T,3,2,other,services,mother,1,3,5,4,3,1,4,17
0,GP,M,18,R,GT3,T,4,3,teacher,services,mother,1,3,5,3,2,4,4,17
1,GP,M,18,U,GT3,T,4,3,teacher,other,mother,1,3,5,4,5,5,0,14
1,GP,F,17,U,GT3,T,4,3,health,other,mother,1,3,4,4,3,4,0,13
1,GP,F,17,U,GT3,T,2,1,services,other,mother,2,2,4,3,4,1,10,15
1,GP,F,17,U,GT3,T,2,1,services,other,mother,1,2,4,3,5,4,4,16
1,GP,F,19,U,LE3,A,2,3,at_home,other,other,2,1,2,2,3,5,16,11
0,GP,F,17,U,GT3,T,3,1,other,at_home,mother,1,1,4,1,2,3,6,13
0,GP,F,21,U,LE3,T,4,4,other,other,other,1,3,3,3,2,5,0,12
1,GP,M,18,U,LE3,T,2,2,services,services,mother,1,2,4,4,4,3,11,12
1,GP,M,18,U,LE3,A,3,4,other,other,other,1,2,4,3,5,2,9,15
1,GP,F,17,U,GT3,T,2,2,services,services,mother,1,2,4,3,4,4,0,17
0,GP,M,17,U,LE3,A,4,4,health,other,mother,1,3,4,4,2,4,2,15
0,GP,F,18,U,LE3,T,4,2,teacher,other,mother,1,2,4,2,2,3,0,17
1,GP,M,21,R,LE3,T,1,1,at_home,other,other,2,2,5,3,3,4,21,10
1,GP,F,20,R,GT3,T,1,1,other,other,other,2,3,3,2,2,3,8,15
1,GP,F,19,U,GT3,T,4,4,teacher,other,other,1,1,3,2,5,5,5,11
0,GP,M,17,U,LE3,A,3,2,other,other,mother,1,2,4,4,4,5,10,18
0,GP,F,18,U,GT3,T,3,2,at_home,other,father,1,3,4,3,4,2,5,17
1,GP,M,18,R,GT3,T,2,3,other,services,father,1,1,3,1,3,4,13,14
1,GP,M,19,U,GT3,T,2,1,other,other,mother,1,1,5,3,4,4,10,11
1,GP,F,18,U,LE3,A,2,2,services,other,mother,2,2,4,1,4,4,10,17
0,GP,F,20,U,GT3,T,1,0,other,other,mother,2,1,5,3,1,5,5,10
0,GP,F,18,U,GT3,T,3,2,services,other,mother,1,2,3,1,2,1,4,13
1,MS,F,16,U,GT3,T,1,3,at_home,other,father,2,1,4,3,3,5,11,11
0,MS,F,16,R,GT3,T,2,2,other,other,mother,2,2,4,4,4,5,0,12
0,MS,F,15,R,GT3,T,1,1,at_home,services,mother,1,1,4,1,3,2,6,10
1,MS,F,15,R,GT3,T,3,3,at_home,other,mother,2,1,5,4,4,5,4,11
0,MS,F,16,R,GT3,T,2,3,at_home,services,mother,2,2,4,5,2,5,0,17
0,MS,F,15,R,LE3,T,2,1,at_home,other,mother,2,1,1,3,4,1,0,9
1,MS,M,16,R,LE3,A,4,4,at_home,other,mother,1,2,5,3,2,2,5,11
0,MS,M,16,U,GT3,A,1,2,other,other,mother,1,3,4,4,3,5,0,11
0,MS,F,17,R,GT3,T,3,2,at_home,other,father,1,2,4,5,4,5,0,10
1,MS,F,17,R,GT3,T,1,1,other,other,father,1,1,5,4,4,5,0,7
1,MS,F,15,R,GT3,T,4,4,teacher,other,mother,2,1,1,5,1,5,0,14
0,MS,F,16,U,LE3,A,2,2,at_home,other,mother,2,4,1,2,1,1,4,11
0,MS,F,15,R,LE3,T,1,1,at_home,services,father,2,2,5,4,3,4,0,10
0,MS,F,15,R,LE3,T,1,1,other,services,mother,2,1,4,4,3,2,4,8
0,MS,F,16,R,GT3,T,0,2,other,other,mother,2,1,3,2,3,2,0,12
1,MS,F,17,R,GT3,T,2,3,other,other,mother,2,1,5,5,5,3,2,12
0,MS,F,15,R,GT3,T,3,3,other,services,father,2,1,4,1,3,4,0,16
1,MS,M,16,U,GT3,T,1,1,at_home,services,mother,2,2,5,4,5,3,0,0
1,MS,M,17,U,GT3,T,1,1,other,other,mother,1,2,4,4,3,5,4,9
0,MS,M,15,R,LE3,T,4,1,health,services,father,1,2,5,3,4,2,0,14
0,MS,M,15,R,LE3,T,4,1,health,services,father,1,2,5,3,4,2,7,8
0,MS,M,16,R,GT3,T,3,4,other,health,mother,3,2,3,4,5,5,4,11
1,MS,M,15,R,GT3,T,1,1,other,other,mother,4,2,5,4,5,4,8,9
0,MS,M,15,U,LE3,T,3,3,at_home,at_home,father,1,2,5,3,3,5,0,11
1,MS,M,17,R,GT3,T,2,1,other,other,mother,3,1,5,5,5,3,8,9
0,MS,F,16,R,GT3,T,4,4,teacher,teacher,mother,2,3,4,2,2,4,6,17
0,MS,F,15,R,GT3,T,1,2,other,services,mother,2,1,5,1,2,1,3,13
0,MS,F,16,R,GT3,T,2,3,other,services,mother,3,2,4,5,4,1,2,15
0,MS,M,16,R,GT3,T,1,2,other,other,father,2,2,4,3,3,5,0,11
0,MS,F,16,R,GT3,T,2,2,other,other,mother,3,2,4,4,5,4,4,11
0,MS,F,16,U,GT3,T,1,2,other,services,mother,1,3,1,3,2,4,0,8
0,MS,F,16,U,GT3,T,1,2,other,services,mother,1,3,1,3,2,4,3,8
1,MS,F,15,U,GT3,T,2,1,at_home,other,mother,1,2,4,4,2,2,0,9
1,MS,F,16,U,GT3,T,1,1,at_home,other,father,1,2,5,4,3,2,0,15
1,MS,M,17,R,LE3,T,1,2,at_home,services,mother,1,1,5,5,5,3,4,11
0,MS,F,16,R,GT3,T,1,1,other,other,father,4,4,4,3,2,1,0,13
0,MS,F,16,R,GT3,T,1,1,at_home,other,father,4,3,4,4,3,5,2,10
0,MS,F,15,R,GT3,T,1,1,at_home,other,father,2,2,4,3,3,2,1,11
1,MS,F,16,R,GT3,T,1,1,at_home,other,mother,2,1,4,2,2,2,0,14
0,MS,F,15,R,GT3,T,1,1,at_home,at_home,father,3,2,4,2,1,2,0,14
1,MS,F,15,R,LE3,T,2,2,other,other,father,1,3,4,4,3,5,2,12
1,MS,M,16,R,GT3,T,1,1,at_home,other,father,2,1,3,4,4,5,6,11
1,MS,F,18,U,GT3,T,1,2,other,other,father,1,2,3,4,4,5,9,8
1,MS,M,15,U,GT3,T,3,1,other,services,mother,2,1,3,2,3,4,0,11
0,MS,F,16,R,GT3,T,2,2,other,services,father,3,2,5,3,4,2,1,14
0,MS,M,15,U,GT3,T,2,2,health,other,mother,3,1,4,3,3,4,1,13
0,MS,M,16,U,GT3,T,4,4,other,teacher,father,1,2,4,3,1,3,0,13
0,MS,F,15,R,GT3,T,3,3,services,other,mother,1,2,4,5,4,1,4,12
1,MS,F,16,R,GT3,T,2,2,at_home,other,mother,2,2,4,4,4,5,2,12
0,MS,F,16,R,LE3,T,2,2,other,other,father,3,1,4,3,2,4,0,16
1,MS,M,16,U,LE3,T,2,1,at_home,services,mother,2,1,2,4,3,4,4,10
1,MS,M,15,R,LE3,T,1,3,at_home,other,father,3,1,4,2,4,3,2,11
0,MS,F,15,U,GT3,T,2,2,other,services,mother,2,3,5,3,2,4,0,14
0,MS,F,16,R,LE3,T,2,1,other,other,mother,1,1,5,4,3,5,2,8
1,MS,M,15,U,GT3,T,3,3,services,services,father,2,1,4,3,3,3,11,11
0,MS,F,16,R,GT3,T,1,1,at_home,other,father,2,2,3,4,3,1,0,8
0,MS,F,17,U,GT3,T,2,2,other,at_home,mother,1,1,4,5,3,5,4,10
0,MS,F,19,U,GT3,T,2,3,at_home,services,other,1,1,4,4,4,2,0,10
0,MS,F,17,R,GT3,T,2,1,at_home,other,mother,3,1,5,5,3,3,2,11
1,MS,F,15,R,LE3,T,1,1,at_home,other,mother,2,1,5,2,1,4,0,9
0,MS,F,16,R,GT3,T,2,2,other,other,father,3,2,3,4,5,1,1,11
0,MS,F,16,U,LE3,A,2,2,other,other,mother,1,1,4,3,4,1,6,8
0,MS,F,17,R,GT3,T,2,2,at_home,other,mother,2,2,4,3,5,4,0,11
1,MS,F,16,U,GT3,T,2,2,other,services,father,1,1,4,4,3,3,1,10
0,MS,F,18,R,LE3,A,3,2,other,other,other,2,3,3,3,2,2,6,10
0,MS,F,19,U,GT3,T,1,1,at_home,services,mother,1,3,5,3,1,3,6,9
1,MS,M,18,R,GT3,T,1,1,other,other,mother,2,1,4,4,3,4,0,10
0,MS,F,18,R,GT3,T,1,1,at_home,at_home,mother,2,1,3,2,3,2,4,10
1,MS,F,19,U,GT3,T,1,1,other,other,other,2,2,1,1,4,1,12,9
0,MS,F,16,R,GT3,A,2,2,health,other,mother,1,2,3,3,2,3,2,10
1,MS,F,17,U,GT3,T,0,1,other,at_home,father,2,1,2,4,4,5,5,10
1,MS,F,16,R,LE3,T,1,2,at_home,other,mother,1,2,4,4,5,3,0,9
0,MS,F,16,U,GT3,T,3,3,other,other,mother,1,1,4,5,4,4,0,13
1,MS,F,16,R,LE3,T,1,1,services,services,mother,1,1,4,4,4,4,2,14
1,MS,M,17,U,GT3,T,3,3,services,at_home,mother,2,4,5,4,5,5,0,10
0,MS,F,16,U,GT3,T,2,1,other,services,mother,1,2,5,3,3,1,0,14
0,MS,F,16,U,GT3,T,2,2,services,other,mother,1,1,4,2,5,5,0,16
1,MS,M,17,U,GT3,T,1,2,other,other,father,1,1,5,3,5,1,12,7
1,MS,M,16,U,LE3,T,4,3,other,other,father,1,1,4,2,5,5,8,13
1,MS,M,17,R,LE3,T,2,2,services,services,mother,3,4,1,3,5,3,2,9
0,MS,F,16,U,GT3,T,1,1,other,other,other,1,4,2,2,1,5,0,14
0,MS,F,19,U,LE3,T,2,2,other,other,mother,1,3,5,4,5,1,0,13
0,MS,F,17,R,GT3,T,1,1,at_home,other,mother,2,1,4,4,5,5,0,11
1,MS,F,20,U,GT3,T,3,3,at_home,services,mother,2,2,3,3,4,3,8,10
0,MS,F,17,U,LE3,T,1,1,other,services,father,1,3,4,3,3,3,0,10
0,MS,M,17,R,GT3,T,2,2,other,other,mother,3,1,4,4,5,5,0,9
0,MS,F,16,R,LE3,T,1,1,at_home,other,father,3,2,5,3,2,1,0,18
0,MS,F,17,R,GT3,T,2,2,other,other,mother,2,2,5,3,2,1,0,17
0,MS,F,17,U,GT3,A,1,0,other,other,mother,2,2,4,4,5,4,1,10
0,MS,F,18,R,GT3,T,1,1,at_home,other,mother,1,2,4,3,2,5,9,7
1,MS,F,16,U,GT3,T,3,1,other,other,mother,1,1,3,1,3,1,0,8
1,MS,F,16,U,GT3,T,3,2,services,at_home,mother,1,1,3,1,3,3,2,7
1,MS,F,18,U,LE3,T,1,1,other,at_home,mother,2,2,2,3,5,3,8,10
1,MS,F,16,R,GT3,T,4,4,health,teacher,father,1,2,4,3,3,2,0,16
1,MS,F,16,R,LE3,T,1,2,other,other,mother,2,1,5,4,5,2,0,15
1,MS,F,18,U,GT3,A,2,4,other,services,father,1,2,2,3,2,1,8,8
0,MS,M,16,R,GT3,T,2,1,other,services,mother,2,2,5,2,1,2,0,0
1,MS,F,16,U,LE3,T,1,1,at_home,other,mother,3,2,4,3,2,5,6,8
0,MS,F,16,R,GT3,T,2,3,at_home,services,mother,2,2,3,3,3,2,0,10
0,MS,F,16,U,GT3,T,4,4,health,health,mother,1,2,4,3,4,3,4,8
1,MS,M,18,U,LE3,T,4,4,at_home,health,mother,1,4,5,5,5,5,2,6
0,MS,F,16,R,LE3,T,3,4,at_home,other,mother,3,2,4,2,1,2,2,8
0,MS,M,17,U,LE3,T,4,4,other,services,mother,1,3,4,4,3,5,0,16
0,MS,F,17,R,GT3,T,4,1,other,other,mother,1,1,4,2,3,5,1,14
1,MS,M,16,U,LE3,T,2,2,services,services,mother,4,3,5,1,3,3,0,10
0,MS,F,17,R,GT3,T,2,2,at_home,other,mother,1,1,5,1,3,5,5,9
0,MS,F,16,U,LE3,T,4,4,services,services,father,2,1,5,1,3,5,1,11
1,MS,M,17,U,GT3,T,3,3,services,services,mother,1,1,4,1,4,3,8,9
1,MS,M,17,U,GT3,T,1,1,at_home,services,mother,3,2,5,1,3,1,0,10
1,MS,M,16,U,GT3,T,2,1,health,services,mother,2,2,4,2,2,5,2,8
0,MS,F,16,U,LE3,T,2,1,other,services,mother,1,2,3,2,2,3,0,16
1,MS,M,16,U,LE3,T,4,4,teacher,health,father,1,1,4,1,2,5,0,12
1,MS,M,15,R,GT3,T,1,2,other,services,mother,3,2,5,5,5,5,11,10
1,MS,M,15,U,LE3,A,2,2,other,other,mother,3,4,5,4,5,5,8,14
0,MS,M,15,U,LE3,A,2,1,services,services,mother,1,1,4,3,3,5,11,12
1,MS,F,16,R,LE3,T,2,2,other,other,mother,1,3,4,3,3,5,2,11
1,MS,F,16,U,LE3,T,4,1,other,other,mother,2,2,1,2,4,1,8,10
1,MS,F,17,U,GT3,T,3,2,at_home,other,mother,2,1,4,3,3,1,5,11
0,MS,F,17,R,GT3,T,2,2,other,other,mother,2,2,5,1,3,5,0,11
1,MS,F,16,U,GT3,T,4,4,teacher,services,mother,2,3,5,3,5,5,1,12
1,MS,M,17,R,GT3,T,4,4,health,other,father,3,1,3,3,3,5,2,8
1,MS,M,17,R,LE3,T,1,3,other,other,father,2,1,5,1,2,5,2,12
1,MS,M,17,U,GT3,T,3,4,services,other,mother,1,2,5,4,4,5,8,8
0,MS,F,17,U,GT3,T,4,4,health,health,father,1,2,5,2,5,5,0,16
1,MS,M,16,R,LE3,T,4,1,other,at_home,father,1,1,4,1,2,2,0,11
0,MS,F,17,U,GT3,A,1,1,at_home,at_home,mother,1,2,4,5,5,3,2,11
1,MS,F,17,R,GT3,T,4,2,other,other,mother,2,2,4,3,3,5,0,18
1,MS,M,16,U,LE3,A,2,2,other,services,father,2,2,4,1,2,5,0,13
1,MS,M,17,U,GT3,T,3,2,other,other,father,2,2,4,1,2,1,0,13
1,MS,M,19,U,GT3,T,1,1,other,other,mother,1,2,4,4,3,4,2,10
0,MS,M,17,U,LE3,A,1,0,other,other,mother,1,1,4,1,2,5,4,12
1,MS,F,17,R,GT3,T,1,1,at_home,at_home,father,2,1,3,5,5,4,3,10
0,MS,F,16,R,GT3,T,1,2,other,other,father,1,3,4,3,4,3,5,13
1,MS,M,16,R,LE3,T,1,2,other,at_home,mother,1,1,4,4,4,5,4,11
0,MS,F,17,R,GT3,T,3,1,other,other,mother,2,2,5,4,4,5,2,10
1,MS,M,17,R,GT3,T,2,2,other,other,mother,2,1,5,5,5,5,0,10
0,MS,M,18,R,GT3,T,1,0,at_home,at_home,other,3,1,4,3,2,4,0,13
1,MS,M,17,R,GT3,T,1,1,other,services,mother,2,1,4,5,5,2,0,10
1,MS,M,18,U,LE3,T,1,1,at_home,at_home,mother,2,2,4,3,3,5,6,10
0,MS,F,16,R,LE3,T,2,2,other,services,father,1,2,5,4,3,1,0,12
1,MS,M,17,U,GT3,T,2,2,other,other,mother,1,1,1,2,1,5,0,0
1,MS,M,16,R,GT3,T,3,2,services,other,father,2,1,4,5,5,5,2,10
1,MS,M,16,R,LE3,T,1,1,at_home,other,mother,2,1,4,5,5,5,0,9
1,MS,M,18,R,GT3,T,1,1,services,other,other,2,1,5,3,3,5,2,9
1,MS,M,18,R,GT3,T,3,2,services,other,mother,1,1,2,3,1,5,0,0
0,MS,M,19,U,GT3,T,3,2,at_home,services,mother,2,1,3,2,1,3,4,9
1,MS,M,18,U,GT3,T,3,3,at_home,at_home,mother,1,2,4,4,5,3,9,8
1,MS,M,16,R,GT3,T,2,2,services,services,mother,2,1,5,4,3,4,6,8
1,MS,M,19,U,GT3,T,2,1,at_home,other,other,2,1,4,4,3,5,4,9
0,MS,F,16,U,GT3,A,3,2,services,at_home,mother,2,2,2,5,5,1,8,7
0,MS,F,17,U,GT3,T,1,1,other,at_home,mother,1,1,4,3,2,5,9,10
1,MS,M,20,R,GT3,T,1,1,other,other,other,2,1,4,4,3,4,12,10
1,MS,F,18,R,GT3,A,4,3,services,services,mother,1,1,5,4,4,2,8,10
1,MS,M,18,R,GT3,T,3,2,other,other,mother,2,1,2,5,5,5,8,11
1,MS,M,19,R,GT3,T,1,1,other,services,other,3,2,5,4,4,2,8,11
1,MS,M,17,U,GT3,T,3,3,health,other,mother,2,2,4,5,4,3,4,10
1,MS,M,18,U,LE3,T,1,3,at_home,services,mother,1,1,4,3,3,3,0,9
1,MS,M,19,R,GT3,T,1,1,other,other,other,3,1,4,4,4,5,4,10
0,MS,F,18,U,GT3,A,1,2,at_home,other,mother,2,2,4,3,3,5,2,8
0,MS,F,19,U,LE3,A,1,1,at_home,other,mother,1,1,1,4,4,5,0,7
0,MS,F,18,R,GT3,T,2,2,other,other,mother,2,1,5,5,5,3,0,0
0,MS,F,17,R,GT3,T,0,0,at_home,other,mother,2,1,4,4,3,5,0,11
1,MS,F,17,R,LE3,A,3,1,other,at_home,other,2,3,4,2,3,3,5,8
1,MS,F,17,U,GT3,T,4,2,teacher,services,mother,1,2,5,5,5,5,0,0
0,MS,F,18,R,LE3,T,2,2,services,services,mother,1,2,2,3,3,4,3,8
0,MS,F,17,U,GT3,T,4,1,health,at_home,mother,1,1,3,2,2,5,0,9
0,MS,F,17,U,LE3,T,1,2,at_home,other,father,1,1,5,5,1,3,0,10
1,MS,F,18,U,GT3,T,1,1,other,other,mother,3,2,3,4,4,5,3,7
0,MS,F,18,U,GT3,T,2,2,services,at_home,father,2,2,4,3,5,1,2,14
0,MS,F,17,U,GT3,T,3,3,services,services,mother,2,1,4,4,3,4,0,13
0,MS,F,18,U,LE3,A,1,2,at_home,other,mother,2,2,4,4,3,4,0,14
0,MS,F,18,U,GT3,T,4,4,teacher,teacher,mother,2,2,4,3,5,1,0,18
0,MS,M,18,U,LE3,T,4,4,services,other,mother,1,1,5,4,5,5,3,17
0,MS,F,17,U,GT3,T,4,2,other,other,mother,2,2,4,3,3,4,0,18
0,MS,F,18,R,GT3,T,2,2,at_home,other,mother,3,2,4,3,3,4,0,0
1,MS,M,18,U,LE3,T,1,2,at_home,services,mother,2,1,4,1,4,1,8,11
0,MS,M,18,R,GT3,T,4,4,at_home,services,mother,3,1,2,5,5,1,5,14
1,MS,M,17,R,GT3,T,1,1,other,services,father,3,1,4,2,3,4,4,14
0,MS,F,18,U,GT3,T,2,2,other,other,mother,2,2,1,3,1,2,4,10
1,MS,F,18,U,LE3,T,2,2,services,services,father,2,3,5,4,5,3,0,13
0,MS,F,18,R,LE3,A,4,2,teacher,other,mother,1,2,5,3,1,5,0,0
0,MS,F,18,U,GT3,T,1,1,at_home,services,mother,3,2,4,4,2,2,2,10
1,MS,F,19,U,GT3,T,1,1,at_home,services,father,2,1,5,5,5,2,0,0
1,MS,F,17,U,GT3,T,4,2,teacher,other,father,2,4,4,2,3,5,0,18
0,MS,F,17,R,LE3,A,2,1,services,other,mother,2,2,5,3,3,2,5,12
0,MS,F,18,U,LE3,A,1,1,at_home,services,mother,1,2,5,2,3,3,2,11
0,MS,F,18,U,GT3,T,1,2,at_home,at_home,father,2,2,4,1,1,4,0,12
1,MS,F,19,R,GT3,A,1,1,at_home,at_home,other,2,2,3,5,4,1,0,0
0,MS,F,18,R,GT3,T,2,2,services,other,mother,2,3,4,2,1,4,5,15
1,MS,M,17,R,GT3,T,4,3,services,other,mother,2,2,4,5,5,2,4,11
0,MS,F,18,U,GT3,T,3,3,services,services,father,1,2,5,3,4,5,0,10
0,MS,F,17,R,GT3,T,4,4,teacher,services,father,2,2,4,3,3,5,2,12
0,MS,F,17,U,LE3,A,3,2,services,other,mother,2,2,1,2,3,5,0,15
0,MS,M,18,U,LE3,T,1,1,other,services,father,2,1,3,3,2,3,2,14
0,MS,F,18,U,LE3,T,1,1,at_home,services,father,2,3,5,3,2,4,0,18
1,MS,F,18,R,LE3,A,1,2,at_home,other,mother,3,2,4,3,4,5,0,15
1,MS,F,18,U,GT3,T,3,3,services,services,mother,2,2,4,3,2,3,6,13
0,MS,F,17,U,LE3,T,4,4,at_home,at_home,mother,1,2,2,3,4,1,4,15
0,MS,F,17,R,GT3,T,1,2,other,services,father,2,2,3,2,2,3,0,13
