Sindaci e Vicesindaci - elenco completo Italia
aggiornato al 6/4/2020
codice_regione;codice_provincia;codice_comune;denominazione_comune;sigla_provincia;popolazione_censita;titolo_accademico;cognome;nome;sesso;data_nascita;luogo_nascita;descrizione_carica;data_elezione;data_entrata_in_carica;partito;titolo_studio;professione
02;004;0490;PONTBOSET;AO;195;;CHANOUX;PAOLO;M;15/03/1950;PONTBOSET (AO);Sindaco;10/05/2015;21/05/2015;;LICENZA MEDIA SUPERIORE;CONDIZIONI NON PROFESSIONALI
02;004;0500;PONTEY;AO;818;;TILLIER;RUDY;M;25/07/1973;AOSTA (AO);Sindaco;10/05/2015;03/06/2015;;;
02;004;0510;PONT-SAINT-MARTIN;AO;4005;;SUCQUET;MARCO;M;25/09/1969;AOSTA (AO);Sindaco;10/05/2015;11/05/2015;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;MANOVALI EDILI,STERRATORI E ASSIMILATI
02;004;0520;PRE'-SAINT-DIDIER;AO;1012;;BIELLER;RICCARDO PIERO;M;11/07/1947;PRE'-SAINT-DIDIER (AO);Sindaco;10/05/2015;11/05/2015;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDIZIONI NON PROFESSIONALI
02;004;0520;PRE'-SAINT-DIDIER;AO;1012;;UVA;ALESSANDRA;F;16/01/1971;AOSTA (AO);Vicesindaco elettivo in Valle d'Aosta;10/05/2015;11/05/2015;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
02;004;0530;QUART;AO;3872;;ACHERON;EUGENIO;M;18/10/1960;AOSTA (AO);Sindaco;10/05/2015;11/04/2018;;LICENZA MEDIA SUPERIORE;INGEGNERI, ARCHITETTI E ALTRI SPECIALISTI E TECNICI IN MATERIA DI SCIENZE INGEGNERISTICHE, SICUREZZA E TUTELA DEL TERRITORIO, DEGLI EDIFICI E DELL'AMBIENTE, QUALITA' INDUSTRIALE
02;004;0540;RHEMES-NOTRE-DAME;AO;114;;OREILLER;CORRADO;M;26/06/1965;TORINO (TO);Sindaco;10/05/2015;22/05/2015;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE INDUSTRIALI, DEI TRASPORTI, DEL CREDITO DEI SERVIZI
02;004;0550;RHEMES-SAINT-GEORGES;AO;196;;COSSARD;LAURA;F;01/04/1972;AOSTA (AO);Sindaco;10/05/2015;24/05/2015;;LAUREA  BREVE;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
02;004;0560;ROISAN;AO;1042;;DIEMOZ;GABRIEL;M;20/05/1982;AOSTA (AO);Sindaco;10/05/2015;11/05/2015;;LICENZA MEDIA SUPERIORE;
02;004;0560;ROISAN;AO;1042;;LEVEQUE;ALESSANDRO;M;15/10/1961;AOSTA (AO);Vicesindaco elettivo in Valle d'Aosta;10/05/2015;11/05/2015;Colore Politico non pervenuto;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;PROFESSIONI NON ALTROVE CLASSIFICABILI
02;004;0570;SAINT-CHRISTOPHE;AO;3356;;CHENEY;PAOLO;M;05/01/1950;AOSTA (AO);Sindaco;10/05/2015;11/05/2015;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;MANOVALI EDILI,STERRATORI E ASSIMILATI
02;004;0570;SAINT-CHRISTOPHE;AO;3356;;GIACHINO;CORRADO DOMENICO;M;07/03/1965;AOSTA (AO);Vicesindaco elettivo in Valle d'Aosta;10/05/2015;11/05/2015;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;MECCANICI GENERICI E RIPARATORI MECCANICI
02;004;0580;SAINT-DENIS;AO;382;;THIEBAT;FRANCO;M;14/04/1959;MONTJOVET (AO);Sindaco;10/05/2015;25/05/2015;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;MANOVALI EDILI,STERRATORI E ASSIMILATI
02;004;0590;SAINT-MARCEL;AO;1275;;ZUBLENA;ENRICA;F;01/10/1954;AOSTA (AO);Sindaco;10/05/2015;11/05/2015;;LAUREA;CONDIZIONI NON PROFESSIONALI
02;004;0590;SAINT-MARCEL;AO;1275;;HUGONIN;MAURO PACIFICO;M;18/09/1956;AOSTA (AO);Vicesindaco elettivo in Valle d'Aosta;10/05/2015;11/05/2015;Colore Politico non pervenuto;LICENZA MEDIA SUPERIORE;CONDIZIONI NON PROFESSIONALI
02;004;0600;SAINT-NICOLAS;AO;315;;SAPINET;DAVIDE;M;02/02/1976;AOSTA (AO);Sindaco;10/05/2015;26/05/2015;Colore Politico non pervenuto;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
02;004;0610;SAINT-OYEN;AO;217;;PROMENT;NATALINO;M;16/11/1955;AOSTA (AO);Sindaco;10/05/2015;29/05/2015;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;OPERAI ADDETTI ALLA ESTRAZIONE E ALLA PREPARAZIONEDEI MINERALI NON ALTROVE CLASSIFICATI
02;004;0630;SAINT-RHEMY-EN-BOSSES;AO;367;;JORDAN;CORRADO;M;22/05/1973;AOSTA (AO);Sindaco;10/05/2015;25/05/2015;;TITOLI O DIPLOMI PROFESSIONALI POST MEDIA INFER.;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
02;004;0640;SAINT-VINCENT;AO;4654;;BORGIO;MARIO;M;01/10/1943;BISTAGNO (AL);Sindaco;10/05/2015;11/05/2015;;LAUREA;PERSONE RITIRATE DAL LAVORO
02;004;0640;SAINT-VINCENT;AO;4654;MED;TREVES;MARIO GIOVANNI PAOLO;M;21/07/1946;SAINT-VINCENT (AO);Vicesindaco elettivo in Valle d'Aosta;10/05/2015;11/05/2015;Lista Civica non pervenuta;LAUREA;SPECIALISTI E TECNICI NELLE SCIENZE DELLA SALUTE E ADDETTI A SERVIZI SANITARI
02;004;0650;SARRE;AO;4857;;PEPELLIN;MASSIMO;M;01/07/1961;AOSTA (AO);Sindaco;10/05/2015;11/05/2015;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE INDUSTRIALI, DEI TRASPORTI, DEL CREDITO DEI SERVIZI
02;004;0650;SARRE;AO;4857;;CUNEAZ;ROBERTO;M;09/10/1968;AOSTA (AO);Vicesindaco elettivo in Valle d'Aosta;10/05/2015;11/05/2015;Lista Civica non pervenuta;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
02;004;0660;TORGNON;AO;517;;PERRIN;DANIEL;M;10/08/1975;AOSTA (AO);Sindaco;10/05/2015;20/05/2015;;LAUREA;SPECIALISTI, ISTRUTTORI E TECNICI IN DISCIPLINE ARTISTICO-ESPRESSIVE, ATTIVITA' SPORTIVE E SERVIZI RICREATIVI E CULTURALI
02;004;0670;VALGRISENCHE;AO;198;;MORET;RICCARDO;M;01/03/1956;VALGRISENCHE (AO);Sindaco;10/05/2015;01/06/2015;;LAUREA;COMMERCIANTI E ESERCENTI DI NEGOZIO
02;004;0680;VALPELLINE;AO;655;;LANIVI;MAURIZIO;M;28/04/1974;AOSTA (AO);Sindaco;10/05/2015;22/05/2015;;LICENZA MEDIA SUPERIORE;Geometri, periti edili e altre professionalità assimilabili a quelle della categoria
02;004;0690;VALSAVARENCHE;AO;187;;DUPONT;GIUSEPPE VITTORIO;M;03/02/1951;VILLENEUVE (AO);Sindaco;07/05/2017;18/05/2017;;LICENZA MEDIA SUPERIORE;ESERCENTI O ADDETTI AD ATTIVITA' COMMERCIALI O A SERVIZI ALLE PERSONE
02;004;0700;VALTOURNENCHE;AO;2147;;MAQUIGNAZ;JEAN ANTOINE;M;08/02/1984;AOSTA (AO);Sindaco;20/05/2018;22/05/2018;;LICENZA MEDIA SUPERIORE;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
02;004;0700;VALTOURNENCHE;AO;2147;;MAQUIGNAZ;NICOLE;F;25/10/1988;AOSTA (AO);Vicesindaco elettivo in Valle d'Aosta;20/05/2018;22/05/2018;Lista Civica non pervenuta;LAUREA;INGEGNERI, ARCHITETTI E ALTRI SPECIALISTI E TECNICI IN MATERIA DI SCIENZE INGEGNERISTICHE, SICUREZZA E TUTELA DEL TERRITORIO, DEGLI EDIFICI E DELL'AMBIENTE, QUALITA' INDUSTRIALE
02;004;0710;VERRAYES;AO;1344;;CHAPELLU;WANDA;F;03/12/1983;AOSTA (AO);Sindaco;10/05/2015;24/12/2019;;LAUREA;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
02;004;0720;VERRÈS;AO;2711;DOTT;GIOVENZI;ALESSANDRO;M;05/08/1989;IVREA (TO);Sindaco;10/05/2015;11/05/2015;;LAUREA;ESERCENTI O ADDETTI AD ATTIVITA' COMMERCIALI O A SERVIZI ALLE PERSONE
02;004;0720;VERRÈS;AO;2711;;ROSSI;ALESSANDRO;M;09/09/1962;ORBETELLO (GR);Vicesindaco elettivo in Valle d'Aosta;10/05/2015;11/05/2015;Colore Politico non pervenuto;LICENZA MEDIA SUPERIORE;IMPIEGATI  AMMINISTRATIVI NON ALTROVE CLASSIFICATI
02;004;0730;VILLENEUVE;AO;1236;;JOCALLAZ;BRUNO EVARISTO;M;16/10/1955;AOSTA (AO);Sindaco;10/05/2015;11/05/2015;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
02;004;0730;VILLENEUVE;AO;1236;;BETHAZ;GUIDO;M;02/03/1967;AOSTA (AO);Vicesindaco elettivo in Valle d'Aosta;10/05/2015;11/05/2015;Colore Politico non pervenuto;LICENZA MEDIA SUPERIORE;SPECIALISTI E TECNICI NELLE SCIENZE MATEMATICHE, FISICHE E NATURALI
03;012;0010;ADRARA SAN MARTINO;BG;2161;;CAPOFERRI;SERGIO;M;23/09/1949;ADRARA SAN MARTINO (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: ADRARATTIVA LA SCELTA VIVA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE INDUSTRIALI, DEI TRASPORTI, DEL CREDITO DEI SERVIZI
03;012;0020;ADRARA SAN ROCCO;BG;836;;PICCIOLI CAPPELLI;TIZIANO;M;26/09/1961;SARNICO (BG);Sindaco;05/06/2016;12/06/2016;LISTA CIVICA: INDIPENDENTI;LICENZA MEDIA SUPERIORE;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
03;012;0030;ALBANO SANT'ALESSANDRO;BG;8029;;DONISI;MAURIZIO;M;20/12/1968;CEPPALONI (BN);Sindaco;11/06/2017;11/06/2017;LISTA CIVICA: PROGETTO ALBANO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;INSEGNANTI DI SCUOLA ELEMENTARE E ASSIMILATI
03;012;0040;ALBINO;BG;18087;DOTT;TERZI;FABIO;M;10/07/1971;GAZZANIGA (BG);Sindaco;26/05/2019;28/05/2019;LISTA CIVICA: CIVICAMENTE ALBINO | LISTA COMPOSITA: FORZA ITALIA-LOMBARDIA IDEALE | LEGA SALVINI;LAUREA;COMMERCIANTI E ESERCENTI DI NEGOZIO
03;012;0041;ALGUA;BG;721;;ACERBIS;PIER ANGELO;M;23/08/1950;BRACCA (BG);Sindaco;26/05/2019;27/05/2019;;LICENZA MEDIA INFERIORE;AUTISTI
03;012;0070;ALMENNO SAN BARTOLOMEO;BG;6030;ARCH;FRIGENI;ALESSANDRO;M;07/09/1977;BERGAMO (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: PER UNA CITTADINANZA ATTIVA ALMENNESE;LAUREA;DIRIGENTI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI
03;012;0080;ALMENNO SAN SALVATORE;BG;5831;;SARCHIELLI;MICHELE;M;22/11/1969;BERGAMO (BG);Sindaco;26/05/2019;26/05/2019;LISTA COMPOSITA: LEGA SALVINI-PER ALMENNO;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;COMMERCIANTI E ESERCENTI DI NEGOZIO
03;012;0090;ALZANO LOMBARDO;BG;13591;;BERTOCCHI;CAMILLO;M;13/04/1976;ALZANO LOMBARDO (BG);Sindaco;05/06/2016;06/06/2016;CEN-DES(CONTR.UFF.): F.I-L.NORD-FRAT.D'IT-AN;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
03;012;0100;AMBIVERE;BG;2354;;DONADONI;SILVANO;M;13/03/1952;AMBIVERE (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: PER AMBIVERE;;
03;012;0110;ANTEGNATE;BG;3107;;RIVA;MARIA ANGELA;F;11/01/1959;ANTEGNATE (BG);Sindaco;26/05/2019;26/05/2019;LISTA CIVICA: ANTEGNATE FUTURA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
03;012;0120;ARCENE;BG;4731;ING;RAVANELLI;ROBERTO;M;04/03/1956;CASSANO D'ADDA (MI);Sindaco;26/05/2019;27/05/2019;;LAUREA;CONDIZIONI NON PROFESSIONALI
03;012;0130;ARDESIO;BG;3632;;CACCIA;YVAN;M;16/02/1968;SVIZZERA;Sindaco;05/06/2016;06/06/2016;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;Tecnici e addetti ad attività finanziarie ed assicurative (agenti assicurativi, periti, valutatori di rischio, liquidatori, agenti di borsa e cambio, tecnici dell'intermediazione titoli, addetti a sportelli bancari e assicurativi, addetti ad agenzie di pe
03;012;0140;ARZAGO D'ADDA;BG;2760;;RIVA;GABRIELE;M;12/04/1980;TREVIGLIO (BG);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: PAESE NUOVO;LAUREA;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
03;012;0150;AVERARA;BG;182;;EGMAN;MAURO;M;13/03/1978;SAN GIOVANNI BIANCO (BG);Sindaco;11/06/2017;11/06/2017;LISTA CIVICA: INSIEME;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;OPERAI METALLURGICI NON ALTROVE CLASSIFICATI
03;012;0160;AVIATICO;BG;517;;CARRARA;MATTIA;M;13/06/1979;ALZANO LOMBARDO (BG);Sindaco;10/06/2018;10/06/2018;;;
03;012;0170;AZZANO SAN PAOLO;BG;7597;;DE LUCA;LUCIO;M;20/11/1969;BERGAMO (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: AZZANO IN TESTA;LAUREA;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
03;012;0180;AZZONE;BG;433;;COTTI COMETTI;MIRELLA;F;29/04/1967;DARFO BOARIO TERME (BS);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: BENE COMUNE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
03;012;0181;BAGNATICA;BG;4154;;SCARPELLINI;ROBERTO;M;02/09/1964;BAGNATICA (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: NUOVA BAGNATICA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
03;012;0190;BARBATA;BG;698;RAG;TRAPATTONI;VINCENZO;M;24/11/1967;ROMANO DI LOMBARDIA (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: INSIEME PER RINNOVARE BARBATA;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
03;012;0200;BARIANO;BG;4350;;ROTA;ANDREA;M;24/04/1986;ROMANO DI LOMBARDIA (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: VIVI BARIANO;LAUREA;SPECIALISTI IN SCIENZE SOCIALI E TECNICI DEI SERVIZI SOCIO-ASSISTENZIALI
03;012;0210;BARZANA;BG;1790;DOTT;FENAROLI;LUIGI;M;10/03/1981;PONTE SAN PIETRO (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: DIALOGO E CONCRETEZZA;LAUREA;CONDIZIONI NON PROFESSIONALI
03;012;0220;BEDULITA;BG;723;;FACCHINETTI;ROBERTO;M;17/06/1968;BERGAMO (BG);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: PER UN COMUNE DEMOCRATICO;LICENZA MEDIA SUPERIORE;INGEGNERI, ARCHITETTI E ALTRI SPECIALISTI E TECNICI IN MATERIA DI SCIENZE INGEGNERISTICHE, SICUREZZA E TUTELA DEL TERRITORIO, DEGLI EDIFICI E DELL'AMBIENTE, QUALITA' INDUSTRIALE
03;012;0230;BERBENNO;BG;2442;;SALVI;CLAUDIO;M;04/04/1962;BERGAMO (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: PER BERBENNO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
03;012;0240;BERGAMO;BG;115349;ARCH;GORI;GIORGIO;M;24/03/1960;BERGAMO (BG);Sindaco;26/05/2019;29/05/2019;PARTITO DEMOCRATICO | LISTA CIVICA: GIORGIO GORI SINDACO | LISTA CIVICA: AMBIENTE PARTECIPAZIONE FUTURO | LISTA COMPOSITA: PATTO PER BERGAMO-ITALIA IN COMUNE | +EUROPA;LAUREA;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
03;012;0250;BERZO SAN FERMO;BG;1298;;TRAPLETTI;LUCIANO;M;11/01/1973;TRESCORE BALNEARIO (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: BERZO SAN FERMO ... OLTRE IL 2000;TITOLI O DIPLOMI PROFESSIONALI POST LIC.ELEMENTARE;PERITI INDUSTRIALI, PERITI CHIMICI, PERITI D'ARTE E ASSIMILATI
03;012;0251;BIANZANO;BG;605;RAG;ZENONI;NERELLA;F;07/04/1960;SERIATE (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: UNITI PER BIANZANO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;COMMERCIANTI E ESERCENTI DI NEGOZIO
03;012;0260;BLELLO;BG;76;;MAZZUCOTELLI;LUIGI;M;10/05/1955;ROTA D'IMAGNA (BG);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: BLELLO PRIMA DI TUTTO;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;CONDIZIONI NON PROFESSIONALI
03;012;0270;BOLGARE;BG;5760;;REDOLFI;LUCIANO;M;24/07/1958;BOLGARE (BG);Sindaco;26/05/2019;27/05/2019;LEGA SALVINI;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
03;012;0280;BOLTIERE;BG;5814;;PALAZZINI;OSVALDO;M;15/06/1955;BERGAMO (BG);Sindaco;26/05/2019;26/05/2019;LISTA CIVICA: GENTE DI BOLTIERE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE INDUSTRIALI, DEI TRASPORTI, DEL CREDITO DEI SERVIZI
03;012;0290;BONATE SOPRA;BG;8920;;FERRARIS;MASSIMO;M;26/07/1972;BIELLA (VC);Sindaco;26/05/2019;26/05/2019;LISTA COMPOSITA: LEGA SALVINI-FORZA ITALIA-CENTRO DESTRA;LAUREA;ARCHITETTI
03;012;0300;BONATE SOTTO;BG;6455;;PREVITALI;CARLO;M;02/09/1957;BONATE SOTTO (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: BONATE VIVA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDIZIONI NON PROFESSIONALI
03;012;0310;BORGO DI TERZO;BG;1090;;VAVASSORI;STEFANO;M;18/09/1964;CALCINATE (BG);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: CITTADINI PER BORGO DI TERZO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
03;012;0320;BOSSICO;BG;969;;SCHIAVI;DARIA;F;03/12/1978;LOVERE (BG);Sindaco;26/05/2019;12/06/2019;LISTA CIVICA: INSIEME PER BOSSICO;LAUREA;AVVOCATI E PROCURATORI LEGALI
03;012;0330;BOTTANUCO;BG;5176;;PIROLA;ROSSANO VANIA;M;12/09/1974;BERGAMO (BG);Sindaco;05/06/2016;06/06/2016;;LAUREA;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
03;012;0331;BRACCA;BG;749;;GENTILI;GIACOMO;M;12/11/1956;BERGAMO (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: BRACCA VIVA;LICENZA MEDIA INFERIORE;
03;012;0350;BRANZI;BG;732;;ROSSI;ANGELO;M;07/07/1948;BRANZI (BG);Sindaco;26/05/2019;31/05/2019;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;PERSONE RITIRATE DAL LAVORO
03;012;0360;BREMBATE;BG;8293;ARCH;DONEDA;MARIO;M;30/10/1964;BERGAMO (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: IL COMUNE AMICO;LAUREA;GEOMETRI E PERITI EDILI
03;012;0370;BREMBATE DI SOPRA;BG;7771;DOTT;GIUSSANI;EMILIANA;F;09/07/1976;BERGAMO (BG);Sindaco;11/06/2017;12/06/2017;LEGA NORD;LAUREA;AVVOCATI E PROCURATORI LEGALI
03;012;0390;BRIGNANO GERA D'ADDA;BG;5937;DOTT;BOLANDRINI;BEATRICE;F;29/12/1975;BERGAMO (BG);Sindaco;26/05/2019;11/06/2019;LISTA CIVICA: BRIGNANO AL CENTRO;SPECIALIZZAZIONE POST LAUREA / DOTTORATO DI RICERCA;SPECIALISTI IN DISCIPLINE LINGUISTICHE, LETTERARIE E DOCUMENTALI
03;012;0400;BRUMANO;BG;95;;MANZONI;GIOVANNI;M;13/12/1959;BERGAMO (BG);Sindaco;26/05/2019;26/05/2019;LISTA CIVICA: RESEGONE;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;CONDIZIONI NON PROFESSIONALI
03;012;0401;BRUSAPORTO;BG;5393;;ROSSI;ROBERTO GIUSEPPE;M;10/05/1980;SERIATE (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: RINNOVAMENTO CONTINUITÀ;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;
03;012;0410;CALCINATE;BG;5782;;GAFFORELLI;GIANFRANCO;M;28/07/1952;CALCINATE (BG);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: TRADIZIONE - INNOVAZIONE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
03;012;0420;CALCIO;BG;5336;;COMENDULLI;ELENA ANTONIA CLEOFE;F;05/02/1963;BERGAMO (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: BUONGIORNO CALCIO;LICENZA MEDIA SUPERIORE;SPECIALISTI DELLA FORMAZIONE E DELLA RICERCA E ADDETTI A SERVIZI SCOLASTICI
03;012;0440;CALUSCO D'ADDA;BG;8233;DOTT;PELLEGRINI;MICHELE;M;03/12/1952;RANICA (BG);Sindaco;11/06/2017;11/06/2017;LISTA CIVICA: PER CALUSCO;LAUREA;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
03;012;0450;CALVENZANO;BG;4061;;FERLA;FABIO;M;09/01/1980;TREVIGLIO (BG);Sindaco;05/06/2016;05/06/2016;LISTA CIVICA: AMIAMO CALVENZANO;LAUREA;PROFESSORI DI SCUOLA MEDIA E ASSIMILATI
03;012;0460;CAMERATA CORNELLO;BG;627;;LOCATELLI;ANDREA;M;14/03/1990;SAN GIOVANNI BIANCO (BG);Sindaco;26/05/2019;26/05/2019;LISTA CIVICA: IMPEGNATI PER CAMERATA CORNELLO;LICENZA MEDIA SUPERIORE;
03;012;0470;CANONICA D'ADDA;BG;4207;ING;CEREA;GIANMARIA;M;23/09/1963;CANONICA D'ADDA (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: PROPOSTA IN PIU';LAUREA;INGEGNERI, ARCHITETTI E ALTRI SPECIALISTI E TECNICI IN MATERIA DI SCIENZE INGEGNERISTICHE, SICUREZZA E TUTELA DEL TERRITORIO, DEGLI EDIFICI E DELL'AMBIENTE, QUALITA' INDUSTRIALE
03;012;0480;CAPIZZONE;BG;1301;;PELLEGRINI;ALESSANDRO;M;19/04/1956;BERGAMO (BG);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: PROGETTO INSIEME PER CAPIZZONE;LAUREA;ARCHITETTI
03;012;0490;CAPRIATE SAN GERVASIO;BG;7777;RAG;VERDI;VITTORINO BARTOLOMEO;M;06/06/1953;CAPRIATE SAN GERVASIO (BG);Sindaco;10/06/2018;10/06/2018;LEGA-FORZA ITALIA-CIVICA;LICENZA MEDIA SUPERIORE;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
03;012;0500;CAPRINO BERGAMASCO;BG;3127;;POLETTI;DAVIDE;M;04/06/1970;GRAVEDONA (CO);Sindaco;26/05/2019;12/06/2019;LISTA CIVICA: PROGETTO CAPRINO;;
03;012;0510;CARAVAGGIO;BG;15882;INS;BOLANDRINI;CLAUDIO;M;15/01/1971;BERGAMO (BG);Sindaco;05/06/2016;21/06/2016;LISTA CIVICA: BOLANDRINI SINDACO PER CARAVAGGIO | PARTITO DEMOCRATICO;LAUREA;SPECIALISTI DELLA FORMAZIONE E DELLA RICERCA E ADDETTI A SERVIZI SCOLASTICI
