29695	8163	-18139	42689	-1141
-26693	-1802	-2726	-24944	-12763
39518	9061	16045	23029	14278
-24234	39994	31700	-17358	-20557
21322	-15906	-17614	23516	10603
8096	-13725	-19654	15641	6855
-15388	-24608	-40665	10260	-5336
8667	25125	28383	-1670	-866
8354	27190	14319	13582	-6747
37716	13602	-15850	46726	-6832
-13411	-30815	-13821	-19230	6421
14618	27754	18546	10622	-5851
6807	-42589	-38341	9771	17233
-29588	21078	14784	-19514	-17831
-27570	-7490	706	-23236	-626
15297	26388	7985	21363	-4136
-7421	-45706	-24941	-7787	17818
-30445	28624	24015	-26705	-21343
-43678	-36468	-32491	-21979	-3906
40839	257	3102	24943	15358
-8714	-34798	-21247	-16084	13766
-42178	-24700	-3716	-39756	-5347
18234	-13677	-15490	14311	11088
3884	-14771	-28670	15326	3746
16152	-10927	-19438	14447	7906
38122	12464	14515	29338	15264
-21905	26723	23616	-21994	-17223
-22833	-26906	-14123	-18916	13123
29332	-26206	-36852	36488	13324
36824	23201	27787	28202	10236
-8301	18404	38903	-31596	2675
14758	47636	45273	2261	-8565
-25417	-447	8462	-24778	-11510
-41645	-15550	7277	-51452	-5441
10414	21015	20357	-4089	2345
15475	23474	5434	18053	-9534
-37915	-33614	-30406	-24137	-4666
3489	18405	36052	-15405	-1286
-13335	-28280	-34625	5777	-4862
33124	-9860	-36408	42528	5528
-7453	-39698	-28776	-667	16016
-664	-44105	-37313	-440	18318
22393	27282	11681	22470	-8460
38629	15983	18611	23992	11436
-18954	-23722	-39800	1401	-1184
-24784	-3860	-4348	-23254	-7533
-26093	-832	5693	-20265	-3659
36648	2964	-28920	45867	5455
39239	24908	18000	32569	10187
-14114	-26767	-36176	3404	1215
38973	-12535	-36602	47414	12664
-5674	15573	41642	-22325	2378
21827	-2612	-11101	17383	13961
-21685	-9835	3267	-19291	-3961
-13761	18908	31229	-31181	-2902
-20963	-28446	-6234	-19169	6932
16605	-8084	-18522	20273	9930
13273	-40231	-39989	21031	16703
-22013	-34396	-38943	-2077	-7466
8624	27151	15941	11298	-4048
12710	23660	13916	11561	-9768
-19715	4389	6304	-19979	-8158
15308	-37983	-38233	17355	21154
-11576	-26355	-37136	12420	2246
24021	20942	3850	40651	-7049
-29381	-25566	-40967	-5857	-7886
-45476	-28818	-25681	-34180	-7196
-6178	-40986	-30972	-11939	15143
-12790	8535	37233	-29696	-1620
2230	-23427	-25053	9649	3422
25397	-8777	-31967	43613	13089
40751	8679	9608	23283	15605
-5103	51908	42518	-8225	-17535
28629	39978	34588	22453	2870
-24695	-6558	-1901	-21297	-2938
45684	12372	10214	23495	16147
36756	-865	-23346	47244	-697
25104	-3934	-4563	22404	14740
14987	-38538	-39037	22688	13808
33551	-9176	-31105	46001	13774
37427	39711	41186	26750	6090
-29449	15431	10983	-28286	-14360
-14980	50832	34207	-19561	-19251
-8568	-38368	-18862	-23306	12654
-10038	-36306	-16022	-20175	12738
26247	21781	-12592	40125	1121
-26145	-1324	2329	-24791	-8851
-9321	18642	42335	-28054	-1281
-22062	-33324	-33740	-7656	-5353
13989	-41338	-33996	12949	18388
-33141	17235	12820	-26769	-20917
-23998	25294	24534	-17735	-21114
898	-49169	-28035	-7943	17165
-19324	-10818	4015	-23972	-2891
-22802	-16514	-5442	-19988	-4204
7935	29750	15924	9929	-3520
17349	22579	16076	13554	-5881
39197	-715	6045	23757	13448
30914	9072	11958	31668	16847
35208	-7058	1747	22969	9905
-4093	17076	37526	-21989	-4504
22495	-10840	-11760	18286	7021
26768	-19756	-31234	39684	14380
-9641	45380	44431	-18945	-18849
22629	24596	-2819	36538	-3602
-27241	16595	14146	-23792	-16812
15467	-40048	-42858	12833	14200
-14358	11840	36919	-37572	2061
18797	-35690	-45472	22441	12438
-37213	-7669	21666	-53286	-2621
-15381	-24304	-9029	-24156	7621
19610	24389	7582	29575	-5698
-19062	-5839	993	-23770	-8205
-15152	-17084	1647	-23895	5285
25665	17173	-17503	38988	-2767
-20257	29572	29790	-12632	-19112
-45141	-25638	-5366	-41893	-3825
-25792	4649	30504	-41592	2175
-8136	-40384	-32687	-10257	15004
22936	-24491	-36914	35895	14754
-25823	8417	4803	-21949	-14056
-23635	-17561	3054	-21079	1743
21206	45969	37116	15128	-11247
26517	-855	-753	25130	14679
-27474	13722	8885	-26778	-15207
8760	21909	17478	14749	-9557
-36146	-33043	-36923	-12999	-1515
-14727	-39555	-12817	-15159	15044
31727	-7536	-33352	40662	11218
-45138	-25434	-12508	-42276	-6296
34652	3922	4974	28163	16627
-12936	15501	38081	-31024	-2057
18082	-5421	-12055	23351	12238
4130	22055	28378	-363	143
-21829	34574	23505	-21526	-14932
14249	-18253	-28393	18127	5638
27559	25343	-10658	37368	-3703
32515	17390	-5796	41322	-2157
-4911	-44674	-23691	-9713	19561
-24929	22759	24874	-21826	-19411
27099	13596	-6073	40470	-3810
22552	28837	2361	33195	-9532
31117	-4029	-5417	27288	15612
-43400	-22958	1066	-45829	-4860
28926	41214	38736	21234	-1079
-44333	-16104	1038	-43740	-2439
13379	-32926	-37772	25429	19441
17599	-37200	-33991	29690	10840
35835	-6746	-24986	44482	6366
19315	-32474	-40214	29587	17502
-27528	1494	-2405	-19127	-6984
12623	31837	7463	18232	-5844
-27660	866	7069	-23570	-13159
-27630	-7387	-8416	-20437	-5997
28539	24466	-8464	44583	-237
9581	-11276	-17941	18420	9504
-16233	-24567	-8870	-22881	10901
-28995	11839	10367	-24064	-15030
9519	-8804	-19137	17949	6235
30735	9406	-20311	44482	-4362
34531	-991	-26891	47085	6064
-8351	39766	38547	-12728	-19927
-14188	-39738	-19518	-14617	17517
-26845	1341	1711	-24595	-12551
5695	19485	27477	4225	-4070
-29360	-34843	-39654	-10108	-7625
14793	-10299	-15955	20168	8741
42161	8282	1155	28750	15362
-31986	-33537	-41241	-12524	-3332
350	-44371	-32892	3055	21181
-17891	-30068	-35051	-2018	-2860
19977	23085	194	33353	-5718
19237	24701	4731	28612	-8869
40228	32464	25595	25853	13092
3333	16877	32279	-13339	-5696
3395	28354	20878	-353	-2597
25721	25316	-7892	39283	-12301
13960	32567	8821	18160	-6031
-38857	-33008	-18485	-33706	-7064
-9241	-35101	-13460	-15717	15063
4594	-44834	-43165	9584	19089
-24814	8571	11873	-24681	-11332
1048	19166	32416	-14129	3447
-40245	-34057	-28170	-35360	-6720
-4978	-49173	-24761	-9756	20317
-6361	-43628	-19893	-15216	16613
-24788	5360	32262	-44774	-1361
-32940	-34971	-30293	-14251	-8255
-17667	9756	37146	-36934	-4212
-16193	10637	38335	-36329	2580
19373	-44459	-38998	23209	14371
-29064	15162	7906	-25096	-18637
-9479	-40858	-19783	-13380	13618
-187	-43871	-23004	-3937	15572
